,rl_yaw,rl_roll,rl_pitch
755,-1.5625,-62.3125,34.375
756,-1.5625,-62.3125,34.25
757,-1.5625,-62.3125,34.25
758,-1.5,-62.3125,34.25
759,-1.5,-62.375,34.25
760,-1.5,-62.3125,34.25
761,-1.5,-62.3125,34.25
762,-1.5,-62.3125,34.1875
763,-1.5,-62.3125,34.1875
764,-1.5,-62.3125,34.1875
765,-1.5,-62.3125,34.1875
766,-1.5,-62.3125,34.25
767,-1.5,-62.375,34.25
768,-1.5,-62.375,34.25
769,-1.5,-62.375,34.25
770,-1.5625,-62.375,34.25
771,-1.5625,-62.375,34.25
772,-1.5625,-62.375,34.25
773,-1.5625,-62.375,34.25
774,-1.5625,-62.375,34.25
775,-1.5625,-62.375,34.25
776,-1.5625,-62.375,34.1875
777,-1.5625,-62.375,34.1875
778,-1.5625,-62.375,34.1875
779,-1.5625,-62.375,34.1875
780,-1.5625,-62.375,34.1875
781,-1.5625,-62.375,34.125
782,-1.5625,-62.375,34.125
783,-1.5625,-62.375,34.125
784,-1.5625,-62.375,34.125
785,-1.5625,-62.375,34.125
